-- A B sel_fn Y Z
2d6d4c5a 30fae5fe 1 fc72665c 0
3a7a650c 3413c7e9 6 00000000 1
29507a77 b0e8f531 c b9f8ff77 0
986ae074 07a65e50 1 90c48224 0
28b132bd 20b23c67 d 28b33eff 0
9d76dec0 b3be1372 f 91361240 0
8cb67426 a7eccab8 f 84a44020 0
2ac1b4f5 ab683bec 4 00000000 1
31082bb0 88857b72 6 00000001 0
bb8da772 02ed6c0e d bbedef7e 0
b231c54b a6bfdff0 f a231c540 0
38363478 9098b07d e 10103078 0
941f3dfd 2bff3392 f 001f3190 0
2a982460 1ca508c9 e 08800040 0
ba8960c9 93d21a36 1 26b74693 0
3a2ebb60 a7f81412 2 ed800000 0
a0b6b006 a8e29ac1 1 f7d41545 0
b62ffdf5 2df1a257 b ffffff6c 0
8c9cf31a 2c7bce9d a 00000004 0
0332c44c ad4aed0c 3 2c44c000 0
831384da 9f916c37 2 6d000000 0
87f62a3e 9e81a7fd d 9ff7afff 0
2f616100 af3175d5 b 0000017b 0
3a0090b9 b40477b0 9 8e04e709 0
a80c9f78 a88fbf6c 2 c9f78000 0
36fbb2ad b8e7b4c0 e 30e3b080 0
25829a6e 99d97d3b d bddbff7f 0
b2c392da 8694cbed 5 00000000 1
04b8f862 2d2e7250 7 00000001 0
b445110d 007690cd 3 a221a000 0
389d4db5 22457141 0 5ae2bef6 0
2c6a94b4 b6590d6a 7 00000001 0
80ba9166 994b82c8 9 19f113ae 0
2a703fc6 22c04b29 8 08b074ef 0
821fc6f3 2ec4fd01 0 b0e4c3f4 0
181d587d 9a27d1d3 e 18055051 0
213313a8 3c3ef36d 0 5d720715 0
867c5953 12b2b79a b ffffffe1 0
1fc607b9 34ddfb1c 8 2b1bfca5 0
b0d2ae36 997d2966 1 175584d0 0
324a43f4 0ed81781 c 3eda57f5 0
bfade300 bb565cd5 c bfffffd5 0
a1b9e2fc 041f13d9 c a5bff3fd 0
09063a88 824ef5b9 d 8b4effb9 0
8d60b943 b48ce233 5 00000001 0
94949ee9 982d1ee9 4 00000001 0
a04e293e a31aa47b 2 f0000000 0
94906adc 0771facd f 04106acc 0
39dd818b adb81514 4 00000000 1
9335812f 212eb1ec 4 00000001 0
0760b0fd 84796be2 0 8bda1cdf 0
9497d2be 25af5659 3 7c000000 0
069aa0cc 1104e9d8 1 f595b6f4 0
224a247d 986820e4 1 89e20399 0
8553c75c 3a2fb865 c bf7fff7d 0
abacee74 0d6fc950 d afefef74 0
19f31658 01f01352 e 01f01250 0
a1ac59bb 2738f4f8 d a7bcfdfb 0
abaed511 acd712ef f a8861001 0
bffb86d9 8f097fb4 6 00000000 1
1672d462 ba7431aa 3 cb518800 0
97d92f11 993048d8 8 0ee967c9 0
2f5c438f bd20a359 b 00000017 0
31a43280 a7acc29f 9 9608f01f 0
122255ca 9dc895e1 c 9fead5eb 0
82988a1f 228d5469 7 00000000 1
16876e74 156e4a08 f 14064a00 0
8b2f3006 2cf5c08f 0 b824f095 0
be763e28 aa4c7088 0 68c2aeb0 0
00c1317b 005abcb6 5 00000000 1
8219ad34 91852ac7 7 00000001 0
b22495b8 b516d7f1 a 00005912 0
3edc3017 0089c7bc 3 70000000 0
2b21e16c 202e3413 8 0b0fd57f 0
a0d8c107 8266a4e6 9 22be65e1 0
bdc11266 39a80ff1 e 39800260 0
0beac5c3 155e5065 e 014a4041 0
9283c7e5 1d873693 6 00000000 1
ba263311 3444f494 e 30043010 0
b9cd3b86 13162b81 5 00000001 0
a12c57b6 053e86b0 d a53ed7b6 0
38d283c5 82ca6ead 8 ba18ed68 0
9e5b6ed1 bc99f979 d bedbfff9 0
bb91a48c 0aae02a8 3 91a48c00 0
1390fddf 9e9ea1cb 9 8d0e5c14 0
3b63834d 1be00e2a e 1b600208 0
aac7a4cd 365b5e98 e 22430488 0
0eefbb89 a14d8e0e 7 00000001 0
0e7876e4 19753edf 7 00000001 0
8457dde2 8876a752 4 00000001 0
2f50417b 32531f64 e 22500160 0
a1942704 08af50c4 5 00000001 0
156361a9 91e45f53 0 a747c0fc 0
39258505 9bda5257 4 00000000 1
23ac0472 81942621 d a3bc2673 0
b2502115 2d590c58 0 dfa92d6d 0
883f7521 bbfc1640 2 883f7521 0
3c3e688f 3875ab01 d 3c7feb8f 0
3a4383d1 a010ff7e 0 da54834f 0
2a8c8bc8 8f2c6b19 d afacebd9 0
88562254 a6a60130 6 00000001 0
b7d1ea32 b4f1f29c 3 20000000 0
bead27f0 254f5f70 4 00000001 0
27e3bab0 86900ca8 4 00000000 1
bbdb4cb2 03a5681b 3 90000000 0
87b73c2c 38f1621f 8 bf465e33 0
8dcbeb46 81427351 f 81426340 0
9bd22dca 344120c0 9 af930d0a 0
0e188497 0abf20a3 4 00000000 1
3870874e 1f6ff89e a 00000000 1
158d6a9b 2b3cbd39 d 3fbdffbb 0
07923995 b9c1fc46 b 001e48e6 0
2a3ef01e ae02908f 5 00000000 1
3154742d 0cbf51f2 e 00145020 0
aa48116f 0908f49c 9 a340e5f3 0
ba0dd86f 3863d494 b fffffba0 0
0ed24e2b 352beb86 3 b4938ac0 0
bfce73a7 062651a7 c bfee73a7 0
9fb96ea9 341ea825 a 04fdcb75 0
95f5a133 b4f90d02 1 e0fc9431 0
b7b83fb3 362a880d 5 00000001 0
19c9e29a b91dae26 c b9ddeebe 0
b3a2fd84 22f91cd3 1 90a9e0b1 0
05f91f10 1e22c2b6 9 1bdbdda6 0
3ce5c34f 80c9e7c3 5 00000000 1
8d36e4e0 80302823 f 80302020 0
b808eeb7 9c8b2652 0 54941509 0
251986ac 933b02ae 4 00000000 1
23ae0f01 b373cedc 3 10000000 0
32ad938e 13767a4a 2 b64e3800 0
0b103de4 bbd8749b c bbd87dff 0
8121847a a9e7d60b d a9e7d67b 0
00afb445 8f1906dc b 00000000 1
1939da6e 32b4cd25 f 1030c824 0
8a7c1f44 29a792cf 5 00000001 0
bd3ba058 904510a0 a bd3ba058 0
a862ba5c 00372895 5 00000001 0
813920ba 371b3b51 5 00000001 0
10cd9190 125d9351 5 00000001 0
baa6726d 09b60dbb 5 00000001 0
8c469ad4 b2fc8963 e 80448840 0
9c68191a 1aa2b1e2 a 271a0646 0
a9fea032 bdeda523 8 14130511 0
0d8ba541 a450c733 a 000001b1 0
82b0cc5c 289027a7 5 00000001 0
a90554e1 230a3913 f 21001001 0
8de321ad 8ff30e82 b e378c86b 0
a3f7011e 24ec72b3 3 08f00000 0
173ac7c7 a377b282 8 b44d7545 0
9e15f683 3e74f133 4 00000001 0
8e257e4a 95e748c5 8 1bc2368f 0
24eafca7 87cf9145 1 9d1b6b62 0
21ce335e 211c08d3 f 210c0052 0
3ece9f5b 3fa9cfcc b 0003ece9 0
05e34b05 a9753973 0 af588478 0
2d968eb7 14001d22 c 3d969fb7 0
0256206b b6714b72 9 b4276b19 0
0b17f49b 87eee915 2 93600000 0
38eec4b7 0cf1c4a3 a 071dd896 0
b2adbd7c 9f2e41b9 d bfaffdfd 0
bf0a8702 05ba5eae 7 00000000 1
a3335794 8c8ad19a c afbbd79e 0
30a97784 07f03498 a 00000030 0
abdaa6d4 0043c9fd a 00000005 0
235e6c13 2370f705 6 00000001 0
1484ad28 85dee42a 1 8ea5c8fe 0
84839e87 29fab29d 5 00000001 0
8f58fde7 8e9330f4 3 de700000 0
9d8eddad 204b0d24 f 000a0d24 0
2573d08c b6287801 6 00000001 0
9c1b07bd 39654d1f 4 00000001 0
03a8ba06 aba3007d c ababba7f 0
b8d0b195 8e61551f 3 80000000 0
96758d42 95dc5337 e 94540102 0
98f78830 b4444709 7 00000001 0
0d64f2c3 359eea61 b 06b27961 0
321eb207 377294f1 3 640e0000 0
2e323c56 13a6e568 1 1a8b56ee 0
35e94c64 2984ac64 c 3dedec64 0
9f39a551 2062c79d 2 20000000 0
05a624cc 1a4e7636 f 00062404 0
06c760d9 b60916a6 d b6cf76ff 0
0a071107 9020682f f 00000007 0
91fb5f1f 932be9ef 0 2527490e 0
32d7587d 25562f28 f 20560828 0
32325f9c 8c96369c b 00000003 0
3d4c8fd4 2273577c 4 00000000 1
aad909b0 88e36b9f 4 00000000 1
15112415 04261ed8 6 00000000 1
2bd4ae2e 3ed1d803 4 00000001 0
9cd92cc8 a3b315cc 3 92cc8000 0
35b753bd 910e6990 2 53bd0000 0
0ef084be 365bb8ae 6 00000001 0
ad1a9518 26aea44a 5 00000001 0
9ccaaf89 1585fead 3 55f12000 0
99a2f38e af5cd386 b fe668bce 0
a63e45d5 0579db24 e 04384104 0
1b3ee157 04ac7381 f 002c6101 0
b5be9513 03b4a091 a 00005adf 0
2d673e95 b7d4beba 6 00000001 0
0e7bdf3f 8fededbe b 00000000 1
2433211a 3b93b487 3 19908d00 0
abf045a5 2c049cf1 4 00000001 0
b245d24d a5a3669c 4 00000000 1
001375f0 bf39e24d d bf3bf7fd 0
80a5c7be 21d7f175 c a1f7f7ff 0
adf33aeb a82c31a3 1 05c70948 0
baca4a52 8a8847e7 3 65252900 0
1a242ab8 1f36f565 9 0512dfdd 0
3126d507 9691fc4a e 1000d402 0
9915626d 9fe96779 3 da000000 0
23c23fc1 14e481eb 2 11fe0800 0
acf12351 ac7bca1c f ac710210 0
ac6d5ba1 281e8fd8 f 280c0b80 0
115ac837 2935a21b 8 386f6a2c 0
a5520dd2 0a6a6a17 6 00000000 1
aaef79a7 8fe43d05 d afef7da7 0
94c082d6 ba5ff0ee 4 00000001 0
bb1c55ca 9c9f0d26 5 00000000 1
a22b97b3 b567fdc6 a 0288ae5e 0
1e727d67 9d350a6c 3 27d67000 0
2a7a5f91 ba955bc7 d baff5fd7 0
8444b144 83bca286 4 00000000 1
bae30ba8 a2b79e4b d baf79feb 0
21fc73ca 0ae523d4 8 2b19501e 0
91afc093 8edf49b2 4 00000000 1
8b3008cb a7c44610 f 83000000 0
8b665f61 2e4e433f 7 00000000 1
b92ac1a3 38fed0ae d b9fed1af 0
20f449f5 8f595b04 3 0f449f50 0
1129d63f 2640b264 d 3769f67f 0
1892019b bc668f0a c bcf68f9b 0
08452ba7 3d2af65c 0 45702203 0
0f43fbde 36da713b 5 00000001 0
86886720 11e83301 c 97e87721 0
13e8fcfa 9d5371b0 6 00000001 0
086998fd 09d22366 3 1a663f40 0
b7040086 99524574 e 91000004 0
1e6d34bd 059267aa f 040024a8 0
bb678826 39e845de d bbefcdfe 0
b65d0407 266839fb d b67d3dff 0
842edd6b 0dc6070f e 0406050b 0
b823d89e af4c8cf9 9 176f5467 0
3b7c3f25 068c9435 9 3df0ab10 0
19f7056f 0ecc55aa 2 dc15bc00 0
839563d2 99f24ea1 2 072ac7a4 0
8c1c2934 39938642 a 23070a4d 0
991c81f8 1ae6e8d6 a 00000264 0
a4312574 2fd2c862 f 24100060 0
2945fc81 8d82711a c adc7fd9b 0
aa8c4ac0 18a524aa a 002aa312 0
89fab479 ac29e72e 6 00000001 0
81d55f76 16ea4aa8 8 973f15de 0
04142abc 9af57f37 6 00000001 0
39ad4081 a1f9e787 4 00000000 1
80dcdb74 08060804 4 00000001 0
a0c983c1 8ae13b18 5 00000000 1
343e627d 9c177d2b 2 f313e800 0
0196ca22 b3d7b1fb 5 00000000 1
9411d304 0e342dc0 7 00000000 1
06016396 a3cc891e a 00000000 1
9b310df8 90211e89 4 00000000 1
33c09963 930bb1cc 5 00000000 1
04069a30 06a57afd e 04041a30 0
b2077380 980da6f6 5 00000000 1
9a70de4f 81779275 2 c9e00000 0
3c202c06 84bbf387 4 00000000 1
87feefc6 924e9752 a 000021ff 0
3230cfd5 94761ee1 d b676dff5 0
979cc391 a106ac0c c b79eef9d 0
89e2d5fc 0a615fd5 8 83838a29 0
26e8bc78 149bce5e 0 3b848ad6 0
1c65cf8b 9592a7aa 9 89f76821 0
1b9727f9 05417311 7 00000000 1
9dd0c7d1 05db1e1d 6 00000000 1
82538635 1377b512 0 95cb3b47 0
9394113d 980b5459 f 90001019 0
02ca4a65 9abee8d9 f 028a4841 0
8c479d55 aba6185a e 88061850 0
9985e8ca 2bfd4143 6 00000000 1
12ba2e7d 162d3b37 e 12282a35 0
948dd415 34798d78 d b4fddd7d 0
00da408c 89319c3f c 89fbdcbf 0
2ab2cfb9 99c5ff70 0 c478cf29 0
1c96815d 2890b002 d 3c96b15f 0
b7ae05a6 89adf12d 6 00000000 1
318e2cd9 8556558a c b5de7ddb 0
b850ed59 2ed5d2d0 0 e726c029 0
0df4a838 bfdd6d71 5 00000000 1
1a12974e 0f535e0b 5 00000000 1
8fb95e66 20ec1da5 e 00a81c24 0
98902b2f ba2aeba0 3 98902b2f 0
b09c33c6 8dafc9eb c bdbffbef 0
01812859 3b4165ea b 0000604a 0
247ff9d7 9d80dc83 a 048fff3a 0
14ef8f8c 3aeb5fab 1 da042fe1 0
0cde2b60 12a2d383 4 00000001 0
1b8659e4 1ee8608e 4 00000001 0
a6f3782f 902bf6ba 5 00000000 1
3ff35468 9e32111a 7 00000001 0
17c35390 a7726f38 3 90000000 0
027b70d9 27b1a615 c 27fbf6dd 0
39cf6302 868604dc 5 00000000 1
86fa2b7f 257ecf7e 3 c0000000 0
3bda62dc 3742576b 4 00000000 1
0daa9b2b b2fd91a6 3 6aa6cac0 0
9ed7ecdc 03c0d01b 1 9b171cc1 0
a634eba9 33c15f1b f 22004b09 0
9aa490d4 010495a1 d 9ba495f5 0
a2983452 83c09858 e 82801050 0
8dd8f1f2 3bd9501e c bfd9f1fe 0
84ba237f 1f0a5277 0 a3c475f6 0
04a62b5a 1600537b 2 d0000000 0
9d64250a 87c20060 f 85400000 0
bd41ad08 92efa61d 2 00000000 1
1ebecd2b 84d76224 f 04964020 0
86121e32 2b751ef3 a 000010c2 0
0654ba48 3a7a0480 5 00000001 0
0a642ca2 86be5144 4 00000000 1
83ea9f90 bf022eca 8 3ce8b15a 0
061918ca b563fdd8 0 bb7d16a2 0
2a790f7e 138f6fac 8 39f660d2 0
8f54546f 082e1846 1 87263c29 0
8fceb89b 374e1977 3 4d800000 0
16d8be4a a0736c8c d b6fbfece 0
8d70e810 0ef47cfe f 0c706810 0
9462f6f3 2b0ce441 6 00000000 1
227a1ce8 b7959e2b 0 da0fbb13 0
33e58bdf 20f6a3fd 4 00000000 1
8a511416 3ca787dc 3 60000000 0
2b3dd373 31e308d2 7 00000001 0
bf324899 b4995c9f 7 00000000 1
8d7e6145 2d1242e1 d ad7e63e5 0
99ac3c54 260ed867 8 bfa2e433 0
21ae0426 9bec3578 d bbee357e 0
1747cd73 316c3b56 f 11440952 0
9e565793 98033637 6 00000000 1
92b6b177 36f79828 a 0092b6b1 0
19f5a899 3b290c2d 2 b5132000 0
a70b3a3a b98550e8 e a1011028 0
2a03d24c 24857cfa 6 00000000 1
9d8b9a91 38343af6 5 00000001 0
b6cc5863 38989943 b f6d98b0c 0
aae5474f 8f697f8a 1 1b7bc7c5 0
221076a2 04572327 4 00000000 1
ac959ed7 89d7682b 8 2542f6fc 0
a8fe2a0b 8c8ba87d 5 00000000 1
928b8488 8dfaeee1 d 9ffbeee9 0
8fa3f50d 1ae30ff3 7 00000000 1
b313e69a ab173007 c bb17f69f 0
8cabda36 911db36f 3 ed1b0000 0
b856844f 9a685008 6 00000000 1
bfd3d10d b9020345 f b9020105 0
aebd0f84 bdc71964 0 6c8428e8 0
2423df15 34c8e517 7 00000001 0
82b83fff a4ba17df e 80b817df 0
9092133b 27e3de7a 4 00000001 0
ba8b7015 1376d39c 8 a9fda389 0
1e65740f b31aeebc f 1200640c 0
b5d1317b 95001b96 2 5ec00000 0
9c399196 b914145a d bd3d95de 0
009cc65d 323198b8 6 00000001 0
373be9aa 998f2a07 1 9dacbfa3 0
1b27de10 a31fbb7a 0 be47998a 0
21bdba0d 31a1dc56 4 00000001 0
813badfb 1eda8bdb 7 00000000 1
9efc45bf be804460 9 207c01df 0
857d4e8c 37410800 c b77d4e8c 0
a7758b48 06618504 7 00000000 1
05067955 1b2c1fed 2 cf2aa000 0
b7e5ffdf 30416f8b 2 2ffef800 0
16c3309f 90e00d10 4 00000000 1
368ea7bc 3f5881dc 1 f73625e0 0
3030ca1a a554d28c e 2010c208 0
971d6600 8250d383 4 00000000 1
0e339d73 12762f93 1 fbbd6de0 0
ad152eee 383e9034 a 00000ad1 0
8cee04f6 2735c72f 2 027b0000 0
974cf56d beb23d96 d bffefdff 0
8484c187 afcbc93f 0 34508ac6 0
04a74907 94270f79 d 94a74f7f 0
82f6fc94 23408e9c 2 40000000 0
aadfb3ec 216148c2 2 ab7ecfb0 0
9c40e1d1 1ce36ea2 0 b9245073 0
8bbf9099 1a43e8b0 8 91fc7829 0
922b6fd9 0cf6a68d 7 00000000 1
3be3d531 a3e87b4f 7 00000001 0
8c39fa13 bb8a8b6d e 88088a01 0
2fa4c6b1 11cd212d 9 3e69e79c 0
865d375f 1b04fd9e e 0204351e 0
0783b883 3f1795ae d 3f97bdaf 0
8a21f07d 25874103 e 00014001 0
14f6fd1d 9308f493 7 00000001 0
ba34be31 8102877b 5 00000000 1
83288aad 28da8e92 c abfa8ebf 0
bb401a85 9161b342 b eed006a1 0
9cdca2ff 236c920d e 004c820d 0
1f3521c5 9ed0ad47 2 9a90e280 0
b9351827 b42df84c 1 05071fdb 0
31468f03 2fd9af91 2 1e060000 0
14d51f92 12e958ca f 10c11882 0
20e5153f 1396264f 5 00000000 1
ab641b86 9933cb6c 9 3257d0ea 0
19488191 bfedda2b a 00032910 0
af20673c b04aafbe 6 00000001 0
9912e3e4 025e84f0 0 9b7168d4 0
a8c81421 8b6d5295 e 88481001 0
22d12322 378dcdaa 7 00000001 0
81d0b6d6 8ac2d498 d 8bd2f6de 0
2b392edd b65883c6 4 00000000 1
25687105 a40e33a0 1 815a3d65 0
8516c3e0 bee658d7 1 c6306b09 0
2a796138 168cbdff 2 00000000 1
bd09c22e 34b2df16 f 3400c206 0
817c9c1c 0673d1f5 8 870f4de9 0
a854b24b 1c4fc6b1 f 08448201 0
14795b07 aab46d11 5 00000000 1
a20e9cf5 aa1ac67e 4 00000001 0
0e4fb199 84b88627 a 001c9f63 0
993e1390 0edc5cbc 9 97e24f2c 0
bfecf0c3 adfb4a1d 4 00000000 1
b07208e8 81da32db a 00000016 0
3eba6fa7 aa6f66ce 9 94d50969 0
0c973127 3585fb8b d 3d97fbaf 0
8737d30b 28df68a0 a 8737d30b 0
14e5dd09 1496ac7b 8 00737172 0
1141aa52 b3729eaa f 11408a02 0
98e6f7b0 80fb8d90 0 19e28540 0
01386534 92c04e7e 4 00000000 1
1ba547ac bcadcd85 0 d8531531 0
a1d54fb5 94e08bf5 c b5f5cff5 0
2c50230f 0e10b024 8 2240932b 0
3e107a0a 90261a83 6 00000001 0
84a03bac 3e328ca5 a 042501dd 0
b12d4866 9e2d2508 e 902d0000 0
a487d3c7 26c9c2d2 8 824e1115 0
bc956ae6 b827a619 d bcb7eeff 0
18be5ce8 108e9bfb 3 40000000 0
0fc9401e 985ade31 2 803c0000 0
8ee90994 080b48e9 d 8eeb49fd 0
965f34f1 16eefe4b 6 00000000 1
16430805 b7bce846 7 00000001 0
3a8ca2ad a94c8cd4 a 000003a8 0
36ad3f4c 29e64941 8 1f4b760d 0
807508b7 83604ffb f 806008b3 0
aa59515f 3b29044d c bb79555f 0
96fe591e 214183c1 e 00400100 0
073ea3f7 a889184d b 000039f5 0
1e9cf7ef 3de0235f c 3ffcf7ff 0
0db41750 a82e0c8f f 08240400 0
1d241326 3866e4d5 8 2542f7f3 0
a8b2ad2d 0bca3861 8 a378954c 0
0745ad89 2e3982c2 d 2f7dafcb 0
ba5683a6 2e334f2b 3 b41d3000 0
9d04a8d3 a28d63d5 b fffffce8 0
9c5dfeb0 8b58bc46 7 00000000 1
361a5bf9 b6a3e879 e 36024879 0
907b185e 0269c412 8 9212dc4c 0
adc1e072 bf027687 3 e0f03900 0
bf87e34a 0d8957fc 7 00000000 1
8b2c4dc3 31e69023 f 01240003 0
a097a3a6 192ca16b 9 b9bb02cd 0
3457a4c1 0a84ae12 3 93040000 0
3a45d2e9 3ec30bcf 8 0486d926 0
14c2c448 92a40725 4 00000000 1
30833713 22fc9847 a 0061066e 0
0ffcf756 195a3597 a 0000001f 0
806cc1f9 3f90959d 6 00000000 1
01c910cf 39bb1866 f 01891046 0
31befe1f 9b1f8586 0 ccde83a5 0
9a1c2b50 bf843210 7 00000001 0
2aa8b601 074a9465 9 2de22264 0
badc13d7 b9cf6f47 c bbdf7fd7 0
3ed78fe5 95dda309 2 af1fca00 0
87f7343c 2d197f69 f 05113428 0
0db45b82 39680a14 c 3dfc5b96 0
bff78e9c 9ded0de6 d bfff8ffe 0
95f11820 9c5f8519 f 94510000 0
9be1154a a4b786dd c bff797df 0
95aa990c 8b6ba78d c 9febbf8d 0
08c5f2e8 2953f294 7 00000001 0
26677362 042df017 1 2239834b 0
b41d3cb1 921d2a93 8 26001622 0
8b82dba2 b9708ef7 3 d1000000 0
858b9d1c 26550893 c a7df9d9f 0
27969a92 904b5266 2 e5a6a480 0
a55f575f 26dd827a a 00000029 0
0aa09850 275c784b 4 00000001 0
beb8a47e 3a62c015 b fffffdf5 0
0ec1f9a9 09f7ee96 c 0ff7ffbf 0
aee568e6 03366661 0 b21bcf47 0
8c8f3f0a 2ca6e41d 7 00000000 1
3113adc5 952de972 5 00000000 1
9a180dac 9f0a01d3 6 00000001 0
363933a3 1106815b d 373fb3fb 0
10d31ac8 28cd48aa 8 381e5262 0
a4896be3 30efafa9 1 7399bc3a 0
06d9e5ed 33f0f28c c 37f9f7ed 0
988e3d30 96e5ea52 4 00000000 1
86e2dadf 9e5e6523 c 9efeffff 0
1b983b12 b9d1ce1a 2 48000000 0
28a0e47e b74dd367 e 2000c066 0
bfbd7b0d a9567de9 6 00000000 1
003b41a2 b2a8a739 4 00000000 1
99638221 926fdd82 6 00000000 1
b7c359f7 25374665 d b7f75ff7 0
08e3738a 801ff597 9 88fc861d 0
9097343a 1007cee9 7 00000000 1
9c5c4601 0b80d438 2 01000000 0
0cdd5869 08128c52 3 61a40000 0
2aa0def8 15c0f802 9 3f6026fa 0
2244a7c2 88d33c89 a 00112253 0
8b901b8b 049a15a6 c 8f9a1faf 0
9f7459a2 a514cc70 1 fa5f8d32 0
28f69510 17091e99 3 20000000 0
a49a27a7 b8ec1514 1 ebae1293 0
b49ae394 0c19ad0a a 002d26b8 0
bdbd94a4 225ee064 d bffff4e4 0
84c552a4 88ccac75 e 80c40024 0
9a8d713f 83eba8b2 b ffffe6a3 0
18307d33 34280f6d 9 2c18725e 0
93851e60 14bc3061 c 97bd3e61 0
b4e82384 29ba7271 d bdfa73f5 0
af69e0a8 2def478c a 000af69e 0
234bda52 32df80e5 f 224b8040 0
3632b1b6 0301eb93 d 3733fbb7 0
16f67cb3 36521c88 3 f67cb300 0
17a4aae4 ad09f0ce 1 6a9aba16 0
92fea273 8394f907 5 00000000 1
8bf03ab2 0d0a28ce 8 86fa127c 0
259ed2cc 14fce470 5 00000000 1
23d62132 314e07fd 2 40000000 0
a0decfc5 9f3722b0 f 80160280 0
03ef8100 8455bb78 6 00000001 0
a2a7b8ae 103d6574 6 00000000 1
8bccf9ae 8180fc7b 6 00000000 1
b611f267 81dcd2f6 e 8010d266 0
b5d10db1 a44648b4 0 5a175665 0
828c526f 250b8d97 f 00080007 0
97c3592c aa608f57 f 82400904 0
82fe85fb 93651368 8 119b9693 0
9e29a832 37fe68d0 d bfffe8f2 0
87b92880 8b49e7e6 d 8ff9efe6 0
adb89a52 9e9c235b c bfbcbb5b 0
b998856f 29401b8e 5 00000001 0
0e27068a 9be060f1 7 00000001 0
1b6ca71d be55bc1d 0 d9c2633a 0
a8e50df5 85584350 c adfd4ff5 0
084f2908 3752d59d d 3f5ffd9d 0
84580cd3 28a9c0fe e 000800d2 0
1233d5f8 2bc63f7e 1 e66d967a 0
814eb0b6 95634a94 5 00000001 0
939c7ab0 25ffca7a 0 b99c452a 0
049137fb b633f1ca 1 4e5d4631 0
aa069426 0e3a52ef 2 4a130000 0
298211dd baffdbe0 6 00000001 0
8c2fac81 a34a10f2 6 00000001 0
24f38fbc 03d07f85 8 2723f039 0
3009e449 1a530a52 c 3a5bee5b 0
2866e775 a6559252 a 00000a19 0
9fc0dd91 251e9c37 8 bade41a6 0
a6123bda b4462c64 6 00000001 0
1be91500 83ca7929 5 00000000 1
15338ba9 007d18c2 f 00310880 0
22783900 32b7059f e 22300100 0
8c38189c 2b729790 e 08301090 0
8ed8518c 00a4006a 0 8f7c51f6 0
bb895f5e 252e9343 7 00000000 1
af029b40 ab222d99 b ffffffd7 0
0fce668c bb85844d 4 00000000 1
842ee6c3 908a19a0 a 842ee6c3 0
0da3ce11 9f0f86f7 d 9fafcef7 0
1b3b29a5 9ee7cff0 5 00000000 1
9ae27173 2fde0d6c 7 00000000 1
a1a6c83a 2e3ddb43 2 0d3641d0 0
aab36ef3 04a22c18 b ffffffaa 0
bf7a882d b2d16743 9 0dabef6e 0
29cbca90 a38b50f2 c abcbdaf2 0
353b21af 312fb259 8 041493f6 0
1f4fff43 33d0d644 a 01f4fff4 0
ae851991 21ccfbc5 e 20841981 0
84f1f219 b168600a d b5f9f21b 0
8ea580b5 85360d4e 8 0b938dfb 0
a611b1ec 8a1edf09 b ffd308d8 0
1c19758c 93f53932 8 8fec4cbe 0
29b20bf4 abdaff28 2 b20bf400 0
027c62a3 3e627411 8 3c1e16b2 0
0e459060 97743eb1 4 00000000 1
901c016a 20b86811 1 6f639959 0
98677bb6 aa308280 f 88200280 0
84efb2be 2ef64970 1 55f9694e 0
8ec468b4 298cbf50 d afccfff4 0
a469d6d5 3219a631 3 adaa0000 0
9d8c03dc 999fd2a6 f 998c0284 0
aa2a04a5 857b31b6 b fffffea8 0
aae684fc ae06f60b c aee6f6ff 0
ab4164dc 9f1dfa5e 8 345c9e82 0
0c064449 9fe1e587 0 abe829d0 0
ba4a96fd 18f85a82 c bafadeff 0
2f9ca7e9 090eeeaa f 090ca6a8 0
3c527745 b34b9f63 5 00000000 1
be863400 bd723788 0 7bf86b88 0
a706ea5f 29469fea 1 7dc04a75 0
aea48aa0 1eb03561 9 b014bfc1 0
866e1015 39542246 3 9b840540 0
16137224 bd6e90fc 8 ab7de2d8 0
90e5787f b989cad0 d b9edfaff 0
3ddf57de acc12adb f 2cc102da 0
a3d23f5c bed9afbf 0 62abef1b 0
0bae0a2d 2112a3cb 7 00000001 0
aa1dd79d 0ac2e485 2 43baf3a0 0
a0c5e04a 33724e88 4 00000001 0
0f17e546 2753acf9 6 00000001 0
8b16876c 14d64d61 0 9fecd4cd 0
a517d631 9c88db9c e 8400d210 0
a201041a 8a7aeb28 3 01041a00 0
b6c20a5f 8415f78d a 0005b610 0
2cb3f3c1 1d2c08d5 7 00000000 1
3c855ad2 b9de7611 7 00000001 0
831f0de9 20e7d199 b ffffffc1 0
0d6cba27 8775e8bc 7 00000001 0
84989d9b 88dfdd5b 9 0c4740c0 0
83251468 b8264c9b 9 3b0358f3 0
8869fad8 058b0ddd 1 82deecfb 0
94968bd6 091277ec c 9d96fffe 0
1caa4131 971354ed a 0000e552 0
891dc693 ae3b4b4e 0 375911e1 0
86daebe4 3606c26f 1 50d42975 0
0014c571 b1371866 3 05315c40 0
8fe57100 9eddc734 4 00000001 0
04fb3e5b 09a4f374 1 fb564ae7 0
3a33bc87 927d15c8 5 00000000 1
301cc50d 01652e4e 3 31434000 0
9cc4d985 268784bd d bec7ddbd 0
0e503b19 07ed5aad d 0ffd7bbd 0
8932fa92 33de5e2c a 0008932f 0
1ff31c63 8ff636e3 9 90052a80 0
24c8bc3c 386b2e59 8 1ca39265 0
97f057a5 3a18a346 9 ade8f4e3 0
3de9bb49 02d5f7ba 0 40bfb303 0
